SITC Categories,Item Cat 1,Item Cat 2
Crude materials,"Hides, skins and furskins, raw","Whole hides and skins, of a weight per skin not exceeding 8kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved"
Crude materials,"Hides, skins and furskins, raw","Other hides and skins, including butts, bends and bellies"
Crude materials,"Hides, skins and furskins, raw","Sheepskins and lambskins (except Astrakhan, Broadtail, Caracul, Persian or similar lambs, Indian, Chinese, Mongolian or Tibetan lambs) with the wool on, raw (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not split"
Crude materials,"Hides, skins and furskins, raw","Sheepskins and lambskins without wool on, raw (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not split"
Crude materials,"Hides, skins and furskins, raw","Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour"
Crude materials,"Hides, skins and furskins, raw","Hides and skins, n.e.s., raw (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment- dressed or further prepared), whether or not dehaired or split"
Crude materials,Furskins,"Mink skins, raw, whole, with or without head, tail or paws"
Crude materials,Furskins,"Raw furskins, other than of mink, whole"
Crude materials,Furskins,"Raw furskins of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb"
Crude materials,Furskins,Raw furskins of fox
Crude materials,Furskins,"Other furskins, whole, with or without head, tail or paws"
Crude materials,Furskins,"Heads, tails, paws and other pieces or cuttings, suitable for furriers’ use"
Crude materials,Oil-seeds and oleaginous fruits,"Groundnuts (peanuts), not roasted or otherwise cooked, in shell"
Crude materials,Oil-seeds and oleaginous fruits,"Groundnuts (peanuts), not roasted or otherwise cooked, shelled"
Crude materials,Oil-seeds and oleaginous fruits,Soya beans
Crude materials,Oil-seeds and oleaginous fruits,Cotton seeds
Crude materials,Oil-seeds and oleaginous fruits,Sunflower seeds
Crude materials,Oil-seeds and oleaginous fruits,Sesame (Sesamum) seeds
Crude materials,Oil-seeds and oleaginous fruits,"Rape or colza seeds, whether or not broken"
Crude materials,Oil-seeds and oleaginous fruits,Mustard seeds
Crude materials,Oil-seeds and oleaginous fruits,Copra
Crude materials,Oil-seeds and oleaginous fruits,Linseed
Crude materials,Oil-seeds and oleaginous fruits,"Oil-seeds and oleaginous fruits, n.e.s."
Crude materials,Oil-seeds and oleaginous fruits,"Flours and meals of oil-seeds or oleaginous fruits (excluding mustard flour), non-defatted, partially defatted, or defatted and wholly or partially refatted with their original oils"
Crude materials,Crude rubber,"Natural rubber latex, whether or not pre-vulcanized"
Crude materials,Crude rubber,Smoked sheets of natural rubber
Crude materials,Crude rubber,Technically specified natural rubber (TSNR)
Crude materials,Crude rubber,Other natural rubber
Crude materials,Crude rubber,"Balata, gutta-percha, guayule, chicle and similar natural gums"
Crude materials,Crude rubber,Styrene-butadiene rubber (SBR); carboxylated styrene- butadiene rubber (XSBR)
Crude materials,Crude rubber,Butadiene rubber (BR)
Crude materials,Crude rubber,Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene- isoprene rubber (CIIR or BIIR).
Crude materials,Crude rubber,Chloroprene (chlorobutadiene) rubber (CR)
Crude materials,Crude rubber,Acrylonitrile-butadiene rubber (NBR)
Crude materials,Crude rubber,Isoprene rubber (IR)
Crude materials,Crude rubber,Ethylene-propylene-non-conjugated diene rubber (EPDM)
Crude materials,Crude rubber,Mixtures of natural rubber without synthetic rubbers or factice derived from oils
Crude materials,Crude rubber,Other synthetic rubbers and factice derived from oils
Crude materials,Crude rubber,"Reclaimed rubber in primary forms or in plates, sheets or strip"
Crude materials,Crude rubber,"Waste, parings and scrap of unhardened rubber and powders and granules obtained therefrom"
Crude materials,Cork and wood,"Cork, natural, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks and stoppers)"
Crude materials,Cork and wood,"Cork, natural, raw or simply prepared"
Crude materials,Cork and wood,"Waste cork; crushed, granulated or ground cork"
Crude materials,Cork and wood,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms (excluding wood waste)."
Crude materials,Cork and wood,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated"
Crude materials,Cork and wood,"Wood in chips or particles, coniferous"
Crude materials,Cork and wood,"Wood in chips or particles, non-coniferous"
Crude materials,Cork and wood,"Sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms"
Crude materials,Cork and wood,"Wood in the rough (whether or not stripped of bark or sapwood) or roughly squared, treated with paint, stains or other preservatives"
Crude materials,Cork and wood,"Wood of coniferous species, in the rough (whether or not stripped of bark or sapwood) or roughly squared, but not treated with paint, stains or other preservatives."
Crude materials,Cork and wood,"Wood of non-coniferous species, in the rough (whether or not stripped of bark or sapwood) or roughly squared, but not treated with paint, stains or other preservatives of the following tropical woods: Abura, Acajou d’Afrique, Afrormosia, Ako, Alan, Andiroba, Aningré, Avodiré, Azobé, Balau, Balsa, Bossé clair, Bossé foncé, Cativo, Cedro, Dabema, Dark Red Meranti, Dibétou, Doussié, Framiré, Freijo, Fromager, Fuma, Geronggang, Ilomba, Imbuia, Ipé, Iroko, Jaboty, Jelutong, Jequitiba, Jongkong, Kapur, Kempas, Keruing, Kosipo, Kotibé, Koto, Light Red Meranti, Limba, Louro, Maçaranduba, Mahogany, Makoré, Mandioqueira, Mansonia, Mengkulang, Meranti Bakau, Merawan, Merbau, Merpauh, Mersawa, Moabi, Niangon, Nyatoh, Obeche, Okoumé, Onzabili, Orey, Ovengkol, Pzogp. Padauk, Paldao, Palissandre de Guatemala, Palissandre de Para, Palissandre de Rio, Palissandre de Rose, Pau Amarelo, Pau Marfim, Pulai, Punah, Quaruba, Ramin, Sapelli, Saqui-Saqui, Spetir, Sipo, Sucupira, Suren, Tauari, Teak, Tiama, To la, Virola, White Lauan, White Meranti, White Seraya, Yellow Meranti"
Crude materials,Cork and wood,"Woods in the rough or roughly squared, n.e.s."
Crude materials,Cork and wood,"Railway or tramway sleepers (cross-ties) of wood, not impregnated"
Crude materials,Cork and wood,"Railway or tramway sleepers (cross-ties) of wood, impregnated"
Crude materials,Cork and wood,"Wood of coniferous species, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm"
Crude materials,Cork and wood,"Wood of coniferous species (including strips and friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges or faces, whether or not planed, sanded or end-jointed."
Crude materials,Cork and wood,"Wood of non-coniferous species specified in heading 247.5, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm"
Crude materials,Cork and wood,"Wood of non-coniferous species (including strips and friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed."
Crude materials,Pulp waste paper,Unbleached kraft paper or paperboard or of corrugated paper or paperboard.
Crude materials,Pulp waste paper,"Other paper or paperboard made mainly of bleached che mical pulp, not coloured in the mass"
Crude materials,Pulp waste paper,"Paper or paperboard made mainly of mechanical pulp (e.g., newspapers, journals and similar printed matter)"
Crude materials,Pulp waste paper,Other (including unsorted waste and scrap)
Crude materials,Pulp waste paper,Mechanical wood pulp
Crude materials,Pulp waste paper,"Chemical wood pulp, dissolving grades"
Crude materials,Pulp waste paper,"Chemical wood pulp, soda or sulphate, other than dissolving grades, unbleached; coniferous"
Crude materials,Pulp waste paper,"Chemical wood pulp, soda or sulphate, other than dissolving grades, unbleached; non-coniferous"
Crude materials,Pulp waste paper,"Chemical wood pulp, soda or sulphate, other than dissolving grades, semi-bleached or bleached; coniferous"
Crude materials,Pulp waste paper,"Chemical wood pulp, soda or sulphate, other than dissolving grades, semi-bleached or bleached; non-coniferous"
Crude materials,Pulp waste paper,"Chemical wood pulp, sulphite, other than dissolving grades; unbleached"
Crude materials,Pulp waste paper,"Chemical wood pulp, sulphite, other than dissolving grades; semi-bleached or bleached"
Crude materials,Pulp waste paper,Semi-chemical wood pulp
Crude materials,Pulp waste paper,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material
Crude materials,Textile fibres and their wastes,Raw silk (not thrown)
Crude materials,Textile fibres and their wastes,Silkworm cocoons suitable for reeling
Crude materials,Textile fibres and their wastes,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)"
Crude materials,Textile fibres and their wastes,"Cotton (other than linters), not carded or combed"
Crude materials,Textile fibres and their wastes,Cotton linters
Crude materials,Textile fibres and their wastes,Cotton waste; yarn waste
Crude materials,Textile fibres and their wastes,"Cotton waste; garnetted stock, not carded or combed"
Crude materials,Textile fibres and their wastes,"Other cotton waste; including pulled or garnetted rags, not carded or combed"
Crude materials,Textile fibres and their wastes,"Cotton, carded or combed"
Crude materials,Textile fibres and their wastes,"Jute and other textile bast fibres, raw or retted"
